Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.96	0.237646207	9.323569328	7.305002753
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.96	0.253010828	10.37310717	7.890666786
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.96	0.257249689	10.98251623	8.053715656
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.057551221	2.829519621	1.274901411
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.134095176	4.707294392	3.61156183
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.214604007	7.186920051	6.443111196
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.269408372	9.329509213	8.524825768
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.299363685	10.82209942	9.706229918
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.3447055	12.98876261	11.54644291
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.381094462	14.72209317	13.06473602
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.40644577	16.11838723	14.14267863
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.425559784	17.20171883	14.96579995
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.38	0.435393091	17.73134761	15.39262287
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.016576996	1.129050608	0.275461639
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.038197117	2.279374182	0.769713524
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.079620418	3.513575517	1.901124536
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.110056817	4.088737304	2.831913108
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.117859143	4.256492825	3.081042293
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.61	0.123956487	4.44821342	3.278414948
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.036243504	2.238613538	0.721542314
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.114469573	3.969199941	2.972329363
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.211638368	6.024271295	6.333680831
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.266034828	7.473637408	8.393609314
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.265573003	7.430372748	8.375676063
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.282707196	8.20913663	9.045761676
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.288958305	8.53362158	9.292607004
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	8.88	0.28981907	8.771577211	9.326694433
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.003330683	0.78221994	0.038202168
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.006768054	1.23477225	0.091442989
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.018116393	1.901029817	0.307281039
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.04712856	2.89413072	0.996924504
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.08308191	3.371824825	2.003373525
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.079504847	3.158119567	1.897728124
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.130865583	4.729481756	3.504786649
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.187581805	6.175134967	5.459429039
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.216370907	6.879105228	6.508475387
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	11.37	0.221809506	7.029955998	6.71044055
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.235113719	9.61990977	7.209292454
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.275822408	10.95589246	8.775349724
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.373451366	16.77444867	12.74293831
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.453520755	21.87227738	16.18529335
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.541721384	28.37640365	20.14316419
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.593207261	33.57970467	22.52509402
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.643377417	39.39826087	24.8926354
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	11.05	0.677439538	44.32909174	26.52473766
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.251427703	9.771630693	7.829932573
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.364507051	14.55822686	12.36828451
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.47009319	20.53189889	16.91639887
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.571341336	27.17569437	21.50740444
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.662652068	34.45132055	25.81380253
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.733810462	41.65036119	29.2673393
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.786298435	48.90684099	31.86526726
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.17	0.836058917	55.94313736	34.36553151
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.215677456	8.900124017	6.482807298
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.344574695	14.28040247	11.54104949
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.408956127	18.0031204	14.25028348
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.502128974	24.74205503	18.3464936
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.570859657	30.3668916	21.4850859
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.633479903	36.42649815	24.42207667
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.676970708	41.453526	26.50214231
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.715034772	46.64359259	28.34824636
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	8.53	0.74756406	51.39888921	29.94405831
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.273911493	10.45527278	8.700569624
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.339406919	13.37722119	11.32834935
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.418441273	17.7195612	14.65823061
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.501916776	23.48229279	18.33694994
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.559070621	28.14929373	20.94020525
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.60565331	32.28872065	23.10826414
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.636547058	35.79911701	24.56771844
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.656497051	38.49786102	25.51896249
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.68	0.671263766	40.4597769	26.22738536
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.279999531	11.89600375	8.939229844
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.369060344	16.33556479	12.55874782
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.475643524	23.86809016	17.16260067
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.559317325	30.76939832	20.95158073
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.613813105	36.02954174	23.49210704
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.653941987	40.49014335	25.39675594
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.684555086	44.3616089	26.86811534
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.705446714	47.0758429	27.88103621
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.13	0.715334969	49.16937998	28.36289798
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.328378917	13.57862462	10.87695709
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.49102507	22.70795152	17.84835008
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.654097382	35.22889987	25.40418518
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.772547505	48.13236191	31.18066523
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.857288072	59.7607783	35.44284128
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.909414811	69.59138031	38.11408625
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.945311515	76.54037914	39.97442481
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.96411247	83.03036153	40.95535181
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	9.16	0.979391893	87.12325809	41.75581067
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.147429894	6.611750414	4.058618961
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.246930271	10.30509359	7.657878393
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.291726857	11.92703795	9.402328638
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.358712759	15.81579611	12.12670474
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.424393198	19.88042776	14.9153133
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.481856867	23.96460091	17.43900029
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.524984435	27.54069509	19.37981889
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.564299054	31.05816479	21.18153538
Fuchs et al. 2017	TD	Fagus	Fagus sylvatica	stem segment	Diffuse-porous	10.08	0.603801611	34.88829845	23.02132443
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.017448379	1.356048348	0.293393158
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.104664	4.473083219	2.662073092
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.285950648	9.16320111	9.173684236
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.42484288	14.98943451	14.93477052
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.480794687	18.13560055	17.39169069
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.575301531	24.8066378	21.69106417
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.643003228	31.73985555	24.87481468
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.690151766	37.94479412	27.1387768
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	7.64	0.718944683	43.39232236	28.53918676
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.044249981	3.30822777	0.922504461
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.167593383	7.361888749	4.752363659
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.293934688	11.03252664	9.490000793
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.359769686	14.03287414	12.1707041
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.424943775	17.70351203	14.93913676
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.468123347	20.60810376	16.82918149
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	10.44	0.491188533	22.55513777	17.85566463
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.030466044	2.250096602	0.582675868
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.167044395	6.751916363	4.733207482
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.366779335	12.94502752	12.46326538
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.462083159	17.67069467	16.56227361
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.572350898	24.93329893	21.55419649
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.639518195	30.95230656	24.70895558
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.678792756	35.95156497	26.58997652
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.695320866	39.48337936	27.3892109
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.83	0.703270115	42.21929193	27.7751776
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.021811079	1.105337703	0.386154438
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.067503294	3.929800966	1.551488259
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.186595139	8.088900719	5.424100933
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.278631593	11.73587252	8.885499211
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.350107874	14.9483115	11.76960733
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.42293171	18.98325902	14.85210932
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.481638178	22.30433121	17.4292579
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.518422489	24.18213371	19.08206014
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	11.31	0.532184897	25.14431351	19.70754177
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.011231654	1.323692632	0.170586898
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.039176632	3.089603198	0.794082848
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.134499864	6.100707111	3.624983649
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.263591219	10.5381234	8.29880284
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.320794372	13.63978684	10.56852989
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.385851893	17.23952761	13.26579447
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.431010755	20.29591128	15.20212578
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.445295165	21.76750342	15.82468685
Fuchs et al. 2017	TD	Tilia	Tilia cordata	stem segment	Diffuse-porous	8.72	0.449939077	22.69573846	16.02808668
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.007585043	0.125488307	0.105215034
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.008459681	0.146314831	0.120343387
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.008202147	0.219207665	0.115849524
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.008304546	0.333753547	0.117632507
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.009956351	0.677391194	0.147065498
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.021387562	1.385493011	0.376945012
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.060412744	2.687150763	1.353376789
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.123838337	4.426165521	3.274568674
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.190713762	6.22765985	5.571854212
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.245420867	7.737582842	7.600295928
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.34	0.275525894	8.716429473	8.763738337
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.005740835	0.147276841	0.074670271
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.005937347	0.232703519	0.077829049
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.00527947	0.318130197	0.067353184
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.004804909	0.375081316	0.059979648
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.005667463	0.560172452	0.073497223
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.014522183	1.044256961	0.234051118
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.037009779	1.727670387	0.740367027
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.066115534	2.539223829	1.512317864
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.090290204	3.279588373	2.219438326
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.112850498	4.076904036	2.920661627
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	10.77	0.133357933	4.731841902	3.587134585
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.024664969	1.467631218	0.449262995
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.043734006	1.995299768	0.909280708
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.07509363	2.628502029	1.768955373
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.106627226	3.103403724	2.723673893
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.128618556	3.420004854	3.430853946
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.138642918	3.719017033	3.762924619
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.119062863	3.455182758	3.119824152
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.130128177	4.018029212	3.480491604
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.135331448	4.52810881	3.652593118
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.142150604	5.214077925	3.88045922
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	9.74	0.150531436	5.882458089	4.1639792
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.026185372	2.466184152	0.483592753
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.080007277	3.855869439	1.912501856
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.103135267	4.018723184	2.614289746
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.13762899	5.006702567	3.729077226
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.171295999	5.820971291	4.881938335
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.194105876	6.309532525	5.694099873
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.212311241	7.080373582	6.358478573
Fuchs et al. 2017	TD	Acer	Acer pseudoplatanus	stem segment	Diffuse-porous	12.18	0.227101074	7.579791732	6.908046999
