Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.32334843	10.34279487	10.67220513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.312641644	10.38102564	10.23887179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.321406468	10.54010256	10.59335897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.332053989	9.632666667	11.027
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.339742863	9.594076923	11.34215385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.340703394	9.357128205	11.38164103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.336866872	9.277666667	11.22407692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.332055871	9.395615385	11.02707692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.351200664	9.674461538	11.81484615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.348346736	9.358051282	11.69676923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.356902409	9.122025641	12.05141026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.372945481	7.385615385	12.72169231
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.386957212	7.387333333	13.31258974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.375762915	6.714307692	12.84010256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.388823984	6.518384615	13.39169231
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.333975802	10.107	11.10561538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.338778583	10.22610256	11.30253846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.338773589	10.81871795	11.30233333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.345471238	11.01707692	11.57802564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.341646475	11.09561538	11.4204359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.345468131	11.45166667	11.57789744
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.332998292	11.92425641	11.06561538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.320420873	12.23884615	10.55338462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.377614951	9.203564103	12.91805128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.397147618	8.810897436	13.74546154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.39806696	9.403641026	13.78464103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.40175625	9.799179487	13.94207692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.41370258	9.919205128	14.45415385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.392509097	9.916564103	13.54810256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.394360712	10.11433333	13.62682051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.420097691	10.55212821	14.72969231
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.396207912	10.58866667	13.7054359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.376670919	10.23066667	12.87830769
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.383205269	10.74510256	13.15387179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.367281689	10.42707692	12.48428205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.369161238	10.74335897	12.56297436
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.35972938	10.74223077	12.16902564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.371977343	11.05979487	12.68105128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.364447446	11.3354359	12.36579487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.371034911	11.49425641	12.64151282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.359722607	11.57189744	12.16874359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.355932395	11.80848718	12.01110256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.360663793	12.12512821	12.20794872
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.3568765	12.28271795	12.05033333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.367268207	12.0864359	12.48371795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.373845299	12.08723077	12.75948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.378529229	11.77174359	12.9565641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.378531054	11.53469231	12.95664103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.384131009	11.53538462	13.193
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.37853288	11.33715385	12.95671795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.386927545	11.10112821	13.31133333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.390641567	11.45715385	13.46879487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.392498838	11.18082051	13.54766667
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.401741845	11.6165641	13.94146154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.415522967	11.30223077	14.53248718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.415519989	11.65779487	14.53235897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.404502506	12.09102564	14.05948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.385990031	11.97020513	13.27164103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.382261406	12.20679487	13.114
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.387848197	12.28648718	13.35033333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.384122518	12.60210256	13.19264103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.373841027	12.60084615	12.75930769
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.392487976	12.56361538	13.54720513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.393411634	12.91930769	13.58646154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.398961765	12.99902564	13.82279487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.384118879	13.07620513	13.19248718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.377583898	13.03589744	12.91674359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.368202449	12.99523077	12.52282051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.366315635	13.46910256	12.44387179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.373831872	13.74658974	12.75892308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.385046535	13.55041026	13.23171795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.376639848	14.02348718	12.877
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.368193262	14.10148718	12.5224359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.37101229	14.25984615	12.6405641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.354963005	14.33692308	11.97084615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.342577124	14.25641026	11.45874359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.364419821	14.73315385	12.36464103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.398955753	13.78920513	13.82253846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.388762901	14.104	13.38910256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.379438131	14.97205128	12.99487179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.370062563	15.524	12.60074359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.364406315	16.353	12.36407692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.378492108	16.35471795	12.955
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.381293311	16.51310256	13.07312821
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.3859555	16.27661538	13.27017949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.393385699	16.15902564	13.58535897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.385960346	15.684	13.27038462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.39339173	15.40835897	13.58561538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.398018238	15.4484359	13.7825641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.405408981	13.79	14.09828205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.410921054	13.90920513	14.33461538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.410918069	14.30428205	14.33448718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.405404189	14.42212821	14.09807692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.412747255	14.89715385	14.41307692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.409075045	15.21276923	14.25538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.410909112	15.45005128	14.33410256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.398009215	16.59417949	13.78217949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.389669854	16.83020513	13.4275641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.405387418	16.51607692	14.09735897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.406310198	16.20012821	14.13687179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.416397646	16.31992308	14.57015385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.418223637	16.59669231	14.64884615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.39985851	16.35735897	13.86105128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.404462354	17.06907692	14.05776923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.410894782	17.22792308	14.33348718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.41089299	17.42546154	14.33341026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.404458159	17.62220513	14.05758974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.409970211	18.05748718	14.29379487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.402611958	18.13558974	13.97864103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.386863365	19.04233333	13.30861538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.404428793	21.29648718	14.05633333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.434072698	19.18430769	15.33517949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.421866551	17.58487179	14.80607692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.427733293	17.58561538	15.05994872
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.422780889	17.26892308	14.84558974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.444516758	18.41741026	15.79064103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.449014189	18.65505128	15.98753846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.452602199	19.16910256	16.14494872
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.452599279	19.48517949	16.14482051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.480218812	19.44923077	17.36605128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.497833548	20.75530769	18.15348718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.520533788	20.63974359	19.17776923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.530062169	21.43117949	19.61082051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.520540572	19.69153846	19.17807692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.494334281	18.89794872	17.99653846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.458875811	18.65630769	16.42087179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.449019454	17.98338462	15.98776923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.473036425	18.39912821	17.04687179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.475802021	17.82879487	17.16964103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.490824124	17.75174359	17.83935897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.446326008	17.35092308	15.86979487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.446328937	16.99533333	15.86992308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.454413283	16.87784615	16.22451282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.451723778	16.67994872	16.10638462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.458893273	16.40430769	16.42164103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.465142437	16.52364103	16.69735897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.467811564	16.95858974	16.81538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.458001347	16.08812821	16.38235897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.433689425	16.71717949	15.31851282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.430973014	16.24274359	15.20048718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.439121091	16.28328205	15.55502564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.438218856	16.04610256	15.51569231
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.444534935	16.12592308	15.7914359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.440930739	15.80941026	15.63397436
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.430074544	15.05735897	15.16148718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.422802837	14.46382051	14.84653846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.434612096	14.50482051	15.35864103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.440939551	14.66364103	15.63435897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.449941778	14.90184615	16.02820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.446341825	15.33597436	15.87048718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.452630811	15.49482051	16.14620513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.477588324	16.09066667	17.24902564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.527509795	15.54407692	19.49464103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.499632704	14.86876923	18.23428205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.484673945	14.82730769	17.56458974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.467826051	15.06217949	16.81602564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.473165893	14.43071795	17.05261538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.510136945	13.8824359	18.70733333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.456227364	13.99394872	16.30428205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.430083407	13.95112821	15.16187179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.444555458	13.51835897	15.79233333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.436432531	13.24076923	15.43787179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.43190765	12.72658974	15.24107692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.440957762	12.29315385	15.63515385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.449066838	11.89910256	15.98984615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.434634494	11.69971795	15.35961538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.466957224	12.29646154	16.77758974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.459825525	11.50538462	16.46271795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.474968344	10.91471795	17.13261538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.489123653	9.731282051	17.76330769
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.463418935	8.70074359	16.62123077
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.103990121	3.082392491	2.640989761
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.110442665	4.020511945	2.844139932
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.13545678	4.824607509	3.656757679
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.18829855	6.030784983	5.485119454
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.202034227	6.358361775	5.981740614
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.227680796	7.594300341	6.929761092
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.248550916	8.309044369	7.719795222
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.269603401	6.74552901	8.532423208
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.313985398	8.547303754	10.29307167
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.313985398	9.262081911	10.29307167
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.328452706	9.559897611	10.87996587
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.270761837	9.887474403	8.577576792
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.251498902	10.64692833	7.832662116
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.298797018	10.75116041	9.683617747
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.303879784	11.98709898	9.886791809
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.336732518	12.41890785	11.21856655
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.396116321	10.14061433	13.70153584
Sun et al. 2012	TD	Liquidambar	Liquidambar styraciflua	whole plant without roots	Diffuse-porous	7.5	0.422946076	10.43843003	14.85273038
